1158.276226	205.560000	-82.99994843910274	0	
1154.645925	235.160000	-83.01579106052588	0	
1151.023930	264.760000	-83.03163475498955	0	
1147.410244	294.360000	-83.04747952049064	0	
1143.804865	323.960000	-83.06332535439796	0	
1140.202939	353.600000	-83.07919367044545	0	
1136.609343	383.240000	-83.09506305346167	0	
1133.024077	412.880000	-83.11093350144021	0	
1129.447141	442.520000	-83.1268050114107	0	
1125.878535	472.160000	-83.14267758104367	0	
1122.318259	501.800000	-83.15855120897196	0	
1118.766314	531.440000	-83.17442589189152	0	
1115.222699	561.080000	-83.1903016278104	0	
1111.687414	590.720000	-83.20617841438575	0	
1108.160459	620.360000	-83.22205624928341	0	
1104.641834	650.000000	-83.23793513016828	0	
1101.131539	679.640000	-83.25381505470432	0	
1097.629575	709.280000	-83.26969602023327	0	
1094.135940	738.920000	-83.28557802538083	0	
1090.650636	768.560000	-83.30146106684447	0	
1087.173662	798.200000	-83.31734514260556	0	
1083.705018	827.840000	-83.3332302503233	0	
1080.244704	857.480000	-83.34911638765598	0	
1076.792721	887.120000	-83.36500355258227	0	
1073.349067	916.760000	-83.38089174179457	0	
1069.913744	946.400000	-83.39678095391237	0	
1066.486751	976.040000	-83.41267118626888	0	
1063.068088	1005.680000	-83.42856243683913	0	
1059.657755	1035.320000	-83.44445470231153	0	
1056.255753	1064.960000	-83.46034798162357	0	
1052.862080	1094.600000	-83.47624227146177	0	
1049.476738	1124.240000	-83.49213756979752	0	
1046.099726	1153.880000	-83.50803387427976	0	
1042.731044	1183.520000	-83.5239311825566	0	
1039.370692	1213.160000	-83.5398294922752	0	
1036.018670	1242.800000	-83.55572880076024	0	
1032.674978	1272.440000	-83.57162910662181	0	
1029.339617	1302.080000	-83.58753040621795	0	
1026.012586	1331.720000	-83.60343269847866	0	
1022.693884	1361.360000	-83.61933598008167	0	
1019.383514	1391.000000	-83.63524024899033	0	
1016.081473	1420.640000	-83.65114550284545	0	
1012.787762	1450.280000	-83.66705173928695	0	
1009.502382	1479.920000	-83.68295895579297	0	
1006.225331	1509.560000	-83.69886715048425	0	
1002.956611	1539.200000	-83.71477632051541	0	
999.696221	1568.840000	-83.73068646384453	0	
996.439778	1598.520000	-83.74661905088563	0	
993.191688	1628.200000	-83.76255260894615	0	
989.951950	1657.880000	-83.77848713565017	0	
986.720565	1687.560000	-83.79442262878183	0	
983.497533	1717.240000	-83.81035908564157	0	
980.282853	1746.920000	-83.82629650401172	0	
977.076526	1776.600000	-83.84223488167382	0	
973.878551	1806.280000	-83.85817421592559	0	
970.688929	1835.960000	-83.87411450470773	0	
967.507660	1865.640000	-83.89005574531622	0	
